name,date,likes,comment,sentiment,source
حمة إليٱس,06/08/20 17:25:20,0,باذن الله تخلاص لابونمو ماتزيدش تركب بيس جيزي فالتيليفون لاريزو يصلح انترنت بش تكونيكتي تعس علي الناس حتي يرقدو  ما يعجبش,-1,fb
Lu Na,07/08/20 1:09:28,0,حمه اليٱس ڤاع خويا تا حلفت تكملي هاد لخطرا قيس والديها ونجيب اوريدو,-1,fb
Adam Barok,08/08/20 6:10:51,0,قوه جيزي فور زونيتي يتهدرو وحدهم,-1,fb
إدريس جاد,08/08/20 8:53:54,1,سءال الصباح الكونكسيون تطير وكي تلحق العشيه تولي الفكرون بصح ندير VPN تعاود تولي خفيفه،يعني المشكل ماشي فالازدحام، نتوما راكم تنقصولها,-1,fb
Mākh Lõufi,13/08/20 05:30:48,1,ادريس جاد اعطينا اسم vpn فرار,0,fb
إدريس جاد,13/08/20 07:40:34,1,Mākh Lõufi Ufo vpn,0,fb
Hakim Bouderah,08/08/20 23:48:38,1,ندخل دار تولي جيل ماقبل الجاهليه خارج تغطيه نخرج الدار تطلع الجيل الرابع خخ سرعه النت  حلزون  نخلص 1500دج 40 جيجا هذيك متمني نستهلك نصفها خخ,-1,fb
Muhammed Nour Fit,10/08/20 20:16:12,0,Hakim Bouderah هه الحق  ذكي  ذكي,0,fb
Kīkøū Kici,09/08/20 12:08:23,1,ماراحش تريقلو الكونكسيون تردوها كانت ايا غادي نعتازلو دجيزي كامل العاءله معايا يدير جام,-1,fb
Amel Amal,09/08/20 15:18:08,1,نتوع الجزي يرحم بابكم قولولي زينيتي نشرجي تاكلوهملي كشغل راني نعمر بيدون مخروق,-1,fb
Chá Ìmà,09/08/20 15:34:43,0,Djezzy,0,fb
Youcef Mhd,09/08/20 21:43:30,1,شحال غومني بنادم ضحك بكي شكله فوق لرض,-1,fb
Ismail Belaradje,11/08/20 2:30:56,0,Youcef Mhd ولله تخمم,0,fb
Mohammed Rachid,10/08/20 0:13:55,1,حاب ندير بيس جيزي بصح ملي شفت هاد لبنادم اقسم بالله مراح نشريها,-1,fb
أم جوانا ليليانا,10/08/20 8:00:56,0,العروض لمليحه نحيتووها ، مش ناس قادره علي 200 الف تفليكسيها شهر ندير انتاع 120 شهر زدتو نحيتوها ، عندكمش مصداقيه كونكسيو ضعيفه,-1,fb
Mohamed El Amine Assal,10/08/20 10:00:17,0,خدمات رديءه جدا زد لذلك الاشهار مكرهلي حياتي خاصه رمضان يخصلي صيامي,-1,fb
Lahsen Ghernati,10/08/20 12:34:38,0,Chkil f chkil djezy Di ta3 chkopi ga3 mchi coniction tahya oredoo,0,fb
Dounia Louazani,13/08/20 00:57:19,0,Ya khra ya zbel 1200 ditouhali mniytkom rakom 3abyin khawno 100 200 machi ga3 1200 we zid service client normalement batel n3ayt bdrahem we tdouli les unités we matrfdouch lah latrbahkom,-1,fb
Dal Queen,02/08/20 18:26:39,0,جيزي رجعولي بريفي قولتولي ابعثلنا المعلومات تاوعك مبانش خباركم,-1,fb
Djezzy,02/08/20 18:27:50,0,مرحبا،سيتم الرد علي رسالتك اقرب وقت  مرتاح,0,fb
Dal Queen,02/08/20 18:29:11,0,Djezzy رجعولي قولولي الكادو ربحتو رمضان,-1,fb
Dal Queen,02/08/20 18:29:56,0,Djezzy سمانه ملي قلوتولي ابعثلنا المعلومات تاوعك تتمسخرو بيا,-1,fb
Adel Colombo,02/08/20 18:36:48,0,ندير,0,fb
Djezzy,02/08/20 18:36:51,0,نعتذر ذلك، سيتم الاتصال بكي لاستلام الهديه اقرب وقت   السماح,0,fb
Dal Queen,02/08/20 18:40:12,0,Djezzy رمضان نتو تقولو الكلمه,0,fb
Djamal Balkhira,05/08/20 8:27:11,0,عندي جيزي مفيهاش كنكسيو خلاص فهمونا,0,fb
Wahid Boug,05/08/20 23:53:04,0,Dal Queen وانتي مزلتي تامني بالخرطي تاعهم يقولولي  يتمسخر  الشمس تطلع الصباح مانصدقهمشكوني متهنيه  يضحك بزاف  يضحك بزاف يعرفو للتبلعيط,-1,fb
Carlos Hung,02/08/20 18:28:27,0,ممكن تقولولي نقدر نتصل بجيزي نسكر لابيس تاعي؟,0,fb
Djezzy,02/08/20 18:29:13,0,David Rivera مرحبا، الرجاء الاتصال علي الخاص  مرتاح,0,fb
Kheira Bekhedda,02/08/20 18:50:28,0,فضلك اليوم جيت نعيط لقيت الخط موقف مءقتا مافهمتش نحتاجها عاجلا,0,fb
Djezzy,02/08/20 18:53:08,1,Kheira Bekhedda مرحبا،يمكنكي الاتصال علي الخاص لتلبيه طلبك  مرتاح,0,fb
نجمة السماء,02/08/20 19:03:06,0,دجزي علاه صكرتولي ابيس,-1,fb
Kheira Bekhedda,02/08/20 19:10:03,0,2006 عندي اليوم لقيتها مغلوقه البارح هدرت بيها,-1,fb
Djezzy,02/08/20 19:35:24,0,مرحبا،يرجي التواصل علي الخاص تقديم رقمك الهاتفي الاسم اللقب لنتمكن جازي  بخير,0,fb
نجمة السماء,02/08/20 21:01:42,0,محبتوش تردو فلخاص,0,fb
نور الإيمان,02/08/20 22:40:01,0,Kheira Bekhedda والله كيفي 2008 وهي عندي وبلعوهالي نهار العيد,-1,fb
Fahd Aoun,02/08/20 19:14:04,0,عندي مشكل لبيس جيزي ردوا علينا,-1,fb
Djezzy,02/08/20 19:36:38,0,مرحبا،ماهو الاشكال تحديدا فضلك ؟نسرين جازي  بخير,0,fb
Fahd Aoun,02/08/20 20:23:32,0,Djezzy المشكل نتاعي لبيس جيزي كانت تمشي عادي ودرك ودرك كتبلي فشل الشبكه متبلوكتش عندها 5 سنين 5,-1,fb
Kheira Bekhedda,02/08/20 19:18:13,1,اخي جاوبونا رقمي نحتاجو وقفتوهلي اليوم,-1,fb
Djezzy,02/08/20 19:35:52,1,مرحبا،يرجي التواصل علي الخاص تقديم رقمك الهاتفي الاسم اللقب لنتمكن جازي  بخير,0,fb
Kheira Bekhedda,02/08/20 19:45:23,0,بعثتلكم ختي جاوبيني,0,fb
Djezzy,02/08/20 19:47:56,1,تم الرد,0,fb
Halim Hilmi,02/08/20 19:38:27,0,رجعونا امتياز,0,fb
Djezzy,02/08/20 19:49:07,0,مرحباالعروض اللي تلقاها اطار برنامج الوفاء امتياز عروض ترويجيه متغيره، يمكنك ان تشكل 44 مره تعرف جازي  بخير,0,fb
Sofyan Khaled,03/08/20 23:04:52,0,Djezzy ردو علينا الخاص,0,fb
Yasmine Yasmine,02/08/20 19:54:24,1,لماذا اجد امتياز ب600 دج ؟,0,fb
Djezzy,02/08/20 20:29:28,1,مرحباالعروض اللي تلقاها اطار برنامج الوفاء امتياز عروض ترويجيه متغيره، نسعي جاهدين يستفيد جميع زباءننا يمكنك ان تشكل 44 مره تعرف جديد,0,fb
Karim Kawich,02/08/20 19:56:11,8,PRV,0,fb
Djezzy,02/08/20 20:30:10,1,Bonsoir Nous vous remercions de nous avoir contacté Nous allons vous répondre le plus vite possible merci =),0,fb
Mouaataz L'missi,02/08/20 20:02:19,1,سيتوفر الشحن جواهر فري فاير شركتم اتمنا الرد,0,fb
Djezzy,02/08/20 20:28:56,0,مرحباندعوك لمراسلتنا علي Messenger لمساعدتك الخدمه :),0,fb
Imed Zamoum,03/08/20 13:00:02,0,عندو الحق ناس كامل تشحن بالرصيد نتوما اصلا كونكسيون ناس طلڨتوهاش,-1,fb
دكر يات,02/08/20 20:14:33,1,علاه سكرتولي لابيس ومحابينش تفتحوها,-1,fb
Djezzy,02/08/20 20:27:35,1,مرحبا،الرجاء تقديم توضيح علي الطلب رقمك الهاتفي عبر رساله خاصه (Messenger) لتحويله المصلحه التقنيه شكرا,0,fb
Guer Bi,02/08/20 20:18:11,1,فضلكم كيفيه تحويل رصيد البطاقه الذهبيه للتلفون ؟,0,fb
Djezzy,02/08/20 20:28:24,0,السلام عليكم،تتيح خدمه الفاتوره الالكترونيه دفع الفواتير لجميع المشتركين بامان تام ، وذلك خلال موقع المزيد ، ندعوك لزياره قسمDjezzy EFACTURE علي موقعنا علي الرابط ادناه :,0,fb
Guer Bi,02/08/20 20:29:49,0,Djezzy للاسف نقدرش ندخل للصفحه لانو ماعنديش انترنتلهاذا حبيت نحول رصيد البطاقه الذهبيه ناكتيفي انترنت,0,fb
بومدين خرموش بريكة,02/08/20 20:18:53,1,كثر خيركم Abdessamad Kim,0,fb
Alilou Csc,02/08/20 20:37:58,0,لابيس سكرتوها علاه,0,fb
Djezzy,02/08/20 20:58:47,2,مرحبا،يرجي التواصل علي الخاص تقديم رقمك الهاتفي الاسم اللقب لنتمكن افادتك  مرتاح,0,fb
アヌースアヌス アヌースアヌス,02/08/20 21:37:15,13,نخلصو كونيكسيون شهر 150 الف فيديو مسانجر يمشيش 5 ثواني,0,fb
عبد المالك,02/08/20 22:50:47,1,アヌースアヌス アヌースアヌス والله العظيم الحق نخلصوا انترنت 1500 دج فوكال ميمشيش,-1,fb
Djezzy,03/08/20 14:58:04,1,مرحبا، الرجاء مراسلتنا عبر الرساءل الخاصه وتقديم رقمك الهاتفي العنوان الكامل فضلك لتحويل طلبك للمصلحه جازي  بخير,0,fb
عبد المالك,03/08/20 14:59:41,1,Djezzy رني بعثلكم الخاص,0,fb
عبد المالك,03/08/20 15:00:13,0,Djezzy الانترنت راني ضعيفا شهر وراني نفليكسي 1200 ولي 1500,-1,fb
عبد المالك,03/08/20 15:00:55,0,Djezzy والله كانت جيزي فوور بزاف شهر وذوركا ولات ثقيلا,-1,fb
アヌースアヌス アヌースアヌス,03/08/20 15:01:09,0,Djezzy بعثتلك بارح مساج ردي عليا,0,fb
عبد المالك,03/08/20 15:01:17,0,Djezzy ريڨبونا يرحم والديكم اقرب وقت,0,fb
Kâhïnà Zêd Chérif,03/08/20 20:35:14,0,mm moi,0,fb
وسام رحمة مسعودي,03/08/20 21:08:46,0,حشيه محبتش تمشي فيسبوك حتي دخلت اوريدو,-1,fb
Abdoun Khan,04/08/20 13:23:43,0,جيزي كذابه تشكيلهم يقولولك دير لابيس ال un تقوللهم ديجا راهي ال un يقولولك نرسلولك configuration ياو فاقو djezzy اطلقو الكونيكسيو راكم تسرقو فينا انتوما تاني عصابه,-1,fb
Abdoun Khan,04/08/20 13:25:20,1,عبد المالك بلعاني زكاره سرقه يطلفو عروض جيده يكسبو بيها الزباءن يرجعوها ثقيله يطلقو عرض جديد خفيف نبدلو العرض تشري بيس جديده,-1,fb
Abdoun Khan,04/08/20 13:27:22,0,Djezzy اطلقو الكونيكسيو خلل تقني يحزنون انتوما راكم دايرين النقص جربت الكونيكسيو تقريبا شمال الجزاءر جيبها تيزي وزو حتي لعين تيموشنت نفس المشكل,-1,fb
Azzeddine Aïssou,04/08/20 15:22:43,0,Abdoun Khan khouya ana krahte nbedel mobilise wlh grave y3ayou daymen ndire 1500 après jiblek kelbek,-1,fb
Rachid Harik,05/08/20 6:43:21,0,アヌースアヌス アヌースアヌス même chose je souffre énormément aucune connexion,-1,fb
نور الإيمان,02/08/20 22:39:16,1,وقفتولي بيس بلا سبب جاوبونا,-1,fb
Djezzy,03/08/20 15:03:18,0,مرحبا،يرجي التواصل علي الخاص تقديم رقمك الهاتفي لنتمكن ، نسرين جازي  بخير,0,fb
نور الإيمان,03/08/20 15:11:27,0,رسلتلكم ومجاوبتوش,0,fb
Ali L'Artiste,03/08/20 20:18:47,0,Djezzy رني بعتلكم وماجوبتونيش,0,fb
الأستاذة الفاضلة,03/08/20 9:43:48,1,شبكه الانترنيت جازي راهي رديءه جدا مليتها وكرهت لوقتاش المشكل,-1,fb
Med Ali Larabi,03/08/20 12:58:49,1,حسنو نوعيه الشبكه ، 15 سنه اشتراك اري جازي بهذا السوء,0,fb
Djezzy,03/08/20 14:59:15,0,مرحبا، الرجاء مراسلتنا عبر الرساءل الخاصه وتقديم رقمك الهاتفي العنوان الكامل فضلك لتحويل طلبك للمصلحه جازي  بخير,0,fb
Med Ali Larabi,03/08/20 15:01:38,2,Djezzy راسلتكم 66 الف مره احد يجيب ، عندي اربعه اشتراكات جازي ، نخلص تقريبا عشره الاف دينار شهريا ، مقابل خدمات كارثيه ، شهر نقول يسڨموها,-1,fb
Sad Dam,04/08/20 17:11:51,0,Med Ali Larabi بدل ياخي خاسريين نرجع موبيليس خير,-1,fb
Racim Abdelkader,03/08/20 13:08:41,0,ردو علينا فالخاص,-1,fb
Djezzy,03/08/20 13:59:11,1,تم لتواصلك بنا، نسرين جازي  بخير,0,fb
Mira Mazyani,03/08/20 13:53:21,1,عندي لابوس جازي ندير 99 يخرجلي النيميرو تاعها بصح يصوني وحدوخر ردو عليا فالخاص فضلكم,-1,fb
Salim Kalfa Fox,03/08/20 13:58:11,0,سڤمو الريزو روعه عندو سمانه حاله فسد خلاص نهار العيد لليوم شوي تحسن,-1,fb
Djezzy,03/08/20 14:56:36,0,مرحبا، الرجاء مراسلتنا عبر الرساءل الخاصه وتقديم رقمك الهاتفي العنوان الكامل فضلك لتحويل طلبك للمصلحه جازي  بخير,0,fb
Sad Dam,03/08/20 21:17:56,0,Salim Kalfa Fox تحيا موبيليس غي شكيل البريد الصوتي مصلحه الزباءن خرا,-1,fb
Azzeddine Aïssou,04/08/20 15:24:00,0,Sad Dam khouya habite nbadel ndire mobilise wsh tkoul mliha,0,fb
Sã Brînã,03/08/20 17:06:35,2,سلام غلقتولي خطي رغم انو عندي اقل شهر ملي شريتو,0,fb
Djezzy,03/08/20 22:48:44,1,مرحبا،الرجاء تقديم توضيح علي الطلب رقمك الهاتفي عبر رساله خاصه (Messenger) لتحويله المصلحه التقنيه شكرا,0,fb
أبو زكرياء,03/08/20 17:20:14,1,راهي العروض موفرينها علاه قلعتوها وزيد الريزو قليل جايبينها غايا خسرتوها,-1,fb
Ranya Djawhara,03/08/20 18:00:08,1,دايرين امتياز والو حبستولي راسي,-1,fb
Djezzy,03/08/20 22:41:58,0,مرحباالعروض اللي تلقاها اطار برنامج الوفاء امتياز عروض ترويجيه متغيره، نسعي جاهدين يستفيد جميع زباءننا يمكنك ان تشكل 44 مره تعرف جديد,0,fb
Ranya Djawhara,04/08/20 10:01:04,0,Djezzy وي درتها مفهاش,0,fb
Ranya Djawhara,04/08/20 10:01:14,0,لابوس قديمه,0,fb
Chouaib Abada,03/08/20 19:09:38,1,حسنونا الريزو ملينا الانتظار,-1,fb
Djezzy,03/08/20 23:05:15,0,مرحبانعتذر الاضطرابات الشبكه وندعوك لتقديم عبر رساله خاصه(Messenger) توضيح علي الاشكال التغطيه والانترنت بالمنطقه تتواجد رقمك الهاتفي والعنوان وكذلك احداثيات المنطقه (GPS) لتحويله المصلحه التقنيهشكرا :),0,fb
Sofyan Khaled,04/08/20 0:15:10,0,Djezzy ردو علينا الخاص راني صباح نبعث,-1,fb
Khalidi Bouras,03/08/20 19:20:12,0,الانترنات جيزي عيانه بزاف بوسعاده راني نخمم نبدل الخط متعامل اخر,-1,fb
Djezzy,03/08/20 22:49:26,1,مرحبانعتذر الاضطرابات الشبكه وندعوك لتقديم عبر رساله خاصه(Messenger) توضيح علي الاشكال التغطيه والانترنت بالمنطقه تتواجد رقمك الهاتفي والعنوان وكذلك احداثيات المنطقه (GPS) لتحويله المصلحه التقنيهشكرا :),0,fb
Keyser Söze,03/08/20 19:32:39,0,Msg privé envoyè veuillez rependre svp,-1,fb
Randa Diab,03/08/20 20:18:03,1,ممكن تجاوبوني فلخاص ؟,0,fb
Djezzy,03/08/20 22:59:29,0,مرحبا ناكد انه سيتم الرد علي رسالتك الخاص فور الاطلاع علي تواصلك  بخير,0,fb
Randa Diab,03/08/20 23:00:48,0,استعملت خدمه FlexyNET لارسال الجيڨات ممكن تقولي شحال تبقي باه توصل عندي ؟,0,fb
Hassene Azzoug,03/08/20 20:30:17,2,لاكونكسيو تعكم ميته نشرجي 100دج الشهر باطل اصلحو ريزو تعكم ومبعد ديرو العروض,-1,fb
Djezzy,03/08/20 22:57:33,2,مرحبانعتذر الاضطرابات الشبكه وندعوك لتقديم عبر رساله خاصه(Messenger) توضيح علي الاشكال التغطيه والانترنت بالمنطقه تتواجد رقمك الهاتفي والعنوان وكذلك احداثيات المنطقه (GPS) لتحويله المصلحه التقنيهشكرا :),0,fb
Itz Hakou,03/08/20 20:31:38,2,سلام عندي مشكل فالانترنت شهر ندير الباقه 40gb يوميا تلحق الساعه 13:15 بالضبط تروح الانترنت تماما,0,fb
Djezzy,03/08/20 22:59:13,2,مرحباندعوك لمراسلتنا علي Messenger لمساعدتك الخدمه :),0,fb
Brahim Madrid Tlm,03/08/20 20:31:53,3,عندي جازي مطلعش الكنكسيو والو تقيله,-1,fb
Djezzy,03/08/20 22:41:30,0,مرحبانعتذر الاضطرابات الشبكه وندعوك لتقديم عبر رساله خاصه(Messenger) توضيح علي الاشكال التغطيه والانترنت بالمنطقه تتواجد رقمك الهاتفي والعنوان وكذلك احداثيات المنطقه (GPS) لتحويله المصلحه التقنيهشكرا :),0,fb
Yassine Menasra,03/08/20 20:45:44,0,اني راسلتكم الخاص علي جال الانترنت راهي كارثه ريڨلوها خليونا نشوفو طريق اخري كرهنا,-1,fb
Khalef Sif Elislam,03/08/20 20:48:07,0,Yassine Menasra هادا ريزو عياتني كانت تمشي حبست,-1,fb
Yassine Menasra,03/08/20 20:50:46,0,Khalef Sif Elislam بربي ان شاء الله خويا المره لخره نفليكسي,-1,fb
Djezzy,03/08/20 22:50:16,0,مرحبا ناكد انه سيتم الرد علي رسالتك الخاص فور الاطلاع علي تواصلك  بخير,0,fb
ChahraZed Naïli,03/08/20 22:09:05,0,اودي كونكسيون صرالها ؟,-1,fb
Djezzy,03/08/20 22:58:32,0,مرحبانعتذر الاضطرابات الشبكه وندعوك لتقديم عبر رساله خاصه(Messenger) توضيح علي الاشكال التغطيه والانترنت بالمنطقه تتواجد رقمك الهاتفي والعنوان وكذلك احداثيات المنطقه (GPS) لتحويله المصلحه التقنيهشكرا :),0,fb
ChahraZed Naïli,03/08/20 22:59:21,0,Djezzy اوك  بخير,0,fb
Souh Eil,03/08/20 22:10:28,0,الشراءح الثانويه تكون متصله هاتف ذكي نو ؟و استطيع تغيير الارقام الثانويه اثناء سريان العرض ؟ ارجو الرد التوضيح يخص العرض,0,fb
Djezzy,03/08/20 22:58:21,0,مرحباندعوك لمراسلتنا علي Messenger لمساعدتك الخدمه :),0,fb
حليم جمعي,03/08/20 23:25:22,0,ملعرض تخلص 150 تدخل للمسنجر فيديو ميمشيش تدخل بنجمه يمشي نورمال جابلي ربي نحبسو ملجيزي هاذي تعيي,0,fb
Sofyan Khaled,03/08/20 23:29:10,0,السلام اكتفيت عرض 70دج 3 جيقا فيسبوك و1جيقا انترنت بصح عطيتولي 3جيقا فيسبوك وانترنت ماتمشيش سرقه عيني عينك,-1,fb
Sam Winston,03/08/20 23:33:31,3,جايبينها جايبينها بهايله ومبعد قرعتوها بهذي التبهديله  براز  براز الانترنت راحت كامل نهار العيد يومنا درتو العرض الجديد راح العرض 150 الشيء ياو فاقو والله ويبقي ترجعو قبل يستعمل جيزي,-1,fb
Saadeddine Benchérif,03/08/20 23:42:54,1,بصح وعلاش مركمش تريبونديو علي الخاص تبعت ميساج يقولولك ابعت العنوان الاسم اخره ومنبعد حيات لمن تنادي ميعاودوش يشوفو ميصلحوش الضعف الكارثي صاري فالريزو cnx لينتا تستمر الوضعيه راني 10 ايام بلا cnx,-1,fb
Guidouche Chorouk,04/08/20 8:31:06,0,مرحبا جيزي فليكسيت 120الف عملت عرض30جيجا مشات الانترنيت ساعه ومبعد راح الدوني موبيل ماعادش رجع درك نقدر تهدر بالصح الانترنيت بدلت الشريحه لمودم جيزي ونفس المشكله الانترنيت ماداافعل؟؟,-1,fb
ارواح تائهة,04/08/20 9:17:46,0,وقفتولي رقم ديالي وكي تصلت تقولولي ملفك ومنعرف وبطاقه تعريف وانا رقم ديالي 2004 عندي ملف,-1,fb
Hakim Mihoub,04/08/20 17:39:25,1,راكم تخرطو عرض اقل اغراء العروض الموجوده لماذا تخسروا الاشهار باطل المسءول التسويق ديما يحب يكسر شركه جيزي ؟؟,-1,fb
Mourad Draidi Draidi,04/08/20 21:12:44,0,العروض امتياز800دج وقفتوهمبدون سابق انذاروالريزو اصبح كارثهراكم تحاوزو الغاشيالخدمه رديءه جداواس بيكم ملاح اوبعد هميتوهاحافظو علي الزباءنكارثه؟؟,-1,fb
Ali Bens,04/08/20 21:22:38,0,نسبه التغطيه باكبر دائره عين البيضاء بام البواقي رديئه جدا جدا عندما تتحدث داخل المنزل محل تستطيع اتمام المكالمه حتي الخروج للشارع ناهيك الانترنت ضعيفه ايضا وكالتكم المحليه تعلم بهذا المشكل تقول انها اخطرتكم بهذا المشكل لكنكم تقدموا المساعده الحل ننتظر الرد لاننا ننوي جميعا عين البيضاء تغيير المتعامل شكرا راسلناكم علي الخاص ولم تجيبو,-1,fb
Moh Mess,05/08/20 6:55:27,0,النفاق الشقاق،وين راهي كونيكسيو ،تقول الماء جي الله ونعم الوكيل,-1,fb
Azzeddine Azzou,06/08/20 12:23:36,0,والله دجزي ومومبليس سرقتو سلال واويحي وبوشوارب والعصابه كامله تبعو الريح الشعب رقابه تسرقو الفليكس وتسرقو الانترنات تشري باقه 100الف وسرعه الانترنات تقيله واغلب الاوقات خلاه,-1,fb
Fouaz Saghour,07/08/20 6:56:53,0,ضعيف جدا الاشهار خاصه ناحيه التمثيل الناس راهم يديروا يهدرو بسرعه كبيره وفي الحاله يفهمكش الشعب الممثلين هذوا راهم بانو بلي يديروا اشهار اتصلوا بخاوتكم التوانسه نقاط اتصالات واشهارات باقل تكلفه افكار جد راقيه تخلي المشاهد يهتم بالعرض,-1,fb
Mami Hacepa,07/08/20 7:40:49,0,فضلكم ديرونا عرض هدرا بدونانترنت بسومه معقوله(لان اشخاصتستغن انترنت الموبايل) شكرا علي خدمتكم,-1,fb
Bon Choix Enchallah,08/08/20 1:37:21,0,نعانوا نعانوا نعانوا كونكسيون الله عيب تقول 4G هادي 2G والله عيب زبون يعاني وبالرغم قدمنا شكاوي عده جدوي الله يهديكم,-1,fb
سليم قروف,08/08/20 6:48:44,0,تحسنو الخدمه تاعكم مخلصينكم عليها قبل نبدلو متعامل اخري انذار,-1,fb
Youcef Yourk,12/08/20 14:41:36,0,علي ديك الكونكسيو العيانه حسنوا شويه الخدمه الانترنيت,-1,fb
Imad Dawad,31/07/20 08:40:34,2,صحه عيدكم لاوالو رجعو رصيد نتاعنا وافتحو مصلحه زباءن لايعو د يسمعكم لكلام عيب راهو,-1,fb
Bilal Kicker Kherchouche,31/07/20 08:50:21,3,صحا عيدكم والو ريڨلو الكنكسيو راها تعيي نتوما نقولولكم صحا عيدكم,-1,fb
Farouke Medouda,31/07/20 08:58:48,0,اعطوهالي رصيد مانحتاجش صحي عيدكم تاعكم وريقلو الكونيكسيو راهي كوليرا,-1,fb
Sidali Fer,31/07/20 08:59:47,0,عيدكم مبارك حب ️تقبل اللٰه منا ومنكم وغفر ولكم,0,fb
Ali Hizabar,31/07/20 09:09:41,1,العيد اسلامي والدوله الجزاءريه مسلمه عربيه لغتها الرسميه العربيه والتهنءه بلغه فافا فرنسا لانحتاج تهنءتكم,0,fb
Akram Kou,31/07/20 09:12:15,0,نكماصا مطرف نعيد خخ,0,fb
Lakhdar Abdelkrim,31/07/20 09:25:43,0,عيد اضحي مبارك ، تقبل الله منا منكم صالح الاعمال،,0,fb
Bein kooora,31/07/20 09:28:05,0,كونكس جيزي عشوه العيد,0,fb
Mohamed Seddiki,31/07/20 09:34:44,0,عيدكم مبارك سعيد وحسنونا الريزو4G,-1,fb
Daoudi Khaled,31/07/20 09:40:35,0,عيدمبارك للجميع ان شاء الله الريزو الصباح لحد الان ولايه الوادي,-1,fb
Mimosa Art,31/07/20 09:53:00,0,وراهي الكونيكسيون نعيد,-1,fb
Abdelkader Allam,31/07/20 09:53:44,0,Ha rsloona msg tfakroona had l3am 3ndna ri ntoma  حزين بزاف,0,fb
Zineb Mebrouk,31/07/20 09:59:36,0,عيدکم مبارك سعيد کل عام وانتم بخير,0,fb
اللورد اون باغصون,31/07/20 10:11:59,0,الريزو ناقص عندنا بزااف شحال عام تدير لدوني تقريبا تحكم غي شرطه الريزو وتمشي,-1,fb
Stivane Stiv,31/07/20 10:18:48,0,عيدكم مبارك وكل عام وانتم بخير,0,fb
Batoul Nour El Yakine,31/07/20 10:48:36,0,عيدكم مبارك سعيد ،كل عام وانتم بخير,0,fb
Mhamed Med,31/07/20 11:13:57,0,عام وانت بخير واقرب الله سبحانه وتعالي عيد سعيد وعلي اسرتك,0,fb
خالد عسكر,31/07/20 11:33:20,0,تحيه اخويه للجميع عيدكم مباركبعد استيءذانكم واستسماحكم اخوتي اخواتي اكتبوا اسماءكم بروفايلاتكم بالعربيه ان كنتم تحبونها فعلا اطلبوا الغير مخاطبتكم بلغه الضاد المحفوظه بقوه الرحمان جل,0,fb
Kouceila Ounzab,31/07/20 11:38:32,0,Joyeux fête l3id djezzy,0,fb
بهاز دحمان,31/07/20 11:58:36,0,ياريث جيزي ديري عروض مثل موبليس ونجمه,-1,fb
Sadek Ben Ramdane,31/07/20 12:13:30,0,عيد سعيد مبارك، الشبكه 4G الشهرين الاولين مليحه الشهر تذبذب؟,-1,fb
Kenza Boudjleti,31/07/20 12:19:51,0,هدا فليكسيت د مالقيتهمش بعتلكم ميساج غيبونس؟؟ ؟؟,-1,fb
Šam Ïgo,31/07/20 12:49:27,0,سقمو الريزو ومنبعد قولو صحا عيدكم,-1,fb
Mo Ham Ed,31/07/20 13:00:47,0,هاو السنا متفكرتوناش بميساج تهنءه العيد  ماقنعش  يفكر  ولاتلفتوا العشره صاي,0,fb
Ritaj Oranis,31/07/20 13:26:40,0,مديتولنا دقاءق باطل باه نغافرو ومنبعد قولو صح عيدكم,-1,fb
Salim Kalfa Fox,31/07/20 13:34:16,0,عيد مبارك الريزو كرهنا جاو الفريق الصيانه الهواءي يمشي ويحبس ولي المهبول اخدموه,-1,fb
Adjali Mustapha,31/07/20 13:46:47,0,عيدكم مبروك جيزي مي زهره زاغا عيدكم مبارك سعيد  ورد أحمر  ورد أحمر,0,fb
Djezzy,31/07/20 14:05:51,1,Stivane Stiv صح عيدكم  بخير,0,fb
Tatou Tito Tatou,31/07/20 14:19:59,0,عيد مبارك سعيد الخير والبركه والقوه والصبر والصحه والرحمه باذن الله سبحانه وتعالي الرحمان الرحيم بالعباد والبلاد,0,fb
Hamar Yasmine,31/07/20 14:23:06,1,Saha aidkoum w kol 3am w ntouma bikhir Snn ta9drou tmadouli numéro tae service dylkom Bach naeytlkom aendo prplm f la puce,0,fb
Amar Moumena,31/07/20 14:29:20,0,تقبل الله منا ومنكم صالح الاعمال والطاعات,0,fb
Mohamed Mansouri,31/07/20 14:34:32,0,احتفال  حفلة عيدكم مبارك  نجمة متحركة تقبل الله منا منكم بريق وكل عام انتم بالف خير نجمة  حب بنفسجي  حب أصفر  حب أخضر  يوافق,0,fb
Djezzy,31/07/20 14:35:44,0,صح عيدكم  بخير,0,fb
ﻋ۔ﻮ ﻣ۔ﻪ,31/07/20 14:41:27,0,ياو ميساج نعيد علي لافامي مالحقش بالكونكسيو تاعكم ربي وكيلكم,-1,fb
جلول وجان,31/07/20 14:43:56,0,عروضكم اصبحت ضعيفه جدا لمذا,-1,fb
Nouh Sahraoui,31/07/20 15:21:00,0,اسوء شبكه الاحسن موليلبس,-1,fb
Adel Youcef Lazri,31/07/20 15:41:22,0,,-1,fb
Abdøu Gänï,31/07/20 15:43:17,1,صح عيدكم مديروش كونيكسيوا باطل بمناسبت عيد الاضح,0,fb
Kamel Kimo,31/07/20 16:09:47,0,عندي جازي هايله حبيت نحولها عرض ميفوتش 120 احسن هايله كفاش ندير ماهو العرض 6 جيقا قليله,0,fb
